사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2025-12,경원선,1908,녹양,458 ,1 ,5411 ,979 ,7325 ,2324 ,16313 ,4881 ,14211 ,8604 ,9558 ,4528 ,9078 ,4004 ,8133 ,5114 ,8578 ,5788 ,7432 ,5993 ,6805 ,5335 ,7792 ,7995 ,7912 ,8212 ,7863 ,11682 ,7454 ,13423 ,3516 ,12110 ,3065 ,8708 ,2466 ,7017 ,1447 ,6934 ,593 ,3917 ,101 ,1672 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경원선,1909,양주,2436 ,10 ,5815 ,1313 ,11118 ,5691 ,28572 ,10813 ,22218 ,9707 ,18816 ,6829 ,16516 ,5982 ,15090 ,7195 ,13751 ,9586 ,12712 ,9559 ,11045 ,10468 ,11668 ,12538 ,11756 ,13003 ,12881 ,19776 ,12005 ,21688 ,5431 ,20855 ,3592 ,15362 ,2825 ,11763 ,1875 ,11060 ,900 ,6715 ,136 ,2912 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경원선,1910,덕계,51 ,0 ,6530 ,623 ,17055 ,3270 ,29960 ,4567 ,29702 ,7761 ,14972 ,4472 ,12476 ,3661 ,10084 ,4652 ,9166 ,5824 ,8795 ,6268 ,7419 ,7614 ,8096 ,10057 ,8822 ,13665 ,8574 ,17825 ,7630 ,23522 ,4493 ,21320 ,3653 ,14070 ,2971 ,11976 ,2662 ,10135 ,1372 ,7811 ,284 ,2499 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경원선,1911,덕정,4 ,0 ,5199 ,950 ,11425 ,4801 ,21402 ,8678 ,20964 ,18592 ,12567 ,10575 ,11732 ,7181 ,11130 ,6647 ,11318 ,7285 ,13015 ,8237 ,11563 ,8984 ,12832 ,10095 ,12327 ,11254 ,13662 ,14449 ,11787 ,16494 ,5492 ,15593 ,3695 ,10793 ,2998 ,9528 ,2248 ,8172 ,1156 ,5447 ,285 ,2483 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경원선,1912,지행,53 ,4 ,5096 ,1004 ,10708 ,2660 ,19366 ,5468 ,21505 ,13047 ,15300 ,6246 ,14128 ,6990 ,12219 ,7560 ,12248 ,8180 ,11564 ,9376 ,10982 ,12084 ,11353 ,14260 ,11213 ,15693 ,12193 ,18750 ,10524 ,20026 ,7327 ,17873 ,6020 ,13803 ,5536 ,10615 ,3629 ,9049 ,2236 ,6431 ,296 ,4201 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경원선,1913,동두천중앙,5 ,0 ,2245 ,513 ,4444 ,1315 ,7882 ,3432 ,8047 ,10339 ,5961 ,3644 ,5888 ,4394 ,5708 ,4449 ,6577 ,4659 ,5648 ,4954 ,5679 ,5680 ,5928 ,5559 ,5958 ,5867 ,5842 ,6293 ,5846 ,6405 ,2566 ,5274 ,1901 ,4347 ,1424 ,3248 ,849 ,2775 ,473 ,2353 ,37 ,1319 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경원선,1914,보산,37 ,0 ,1441 ,377 ,1830 ,1342 ,3751 ,1986 ,3280 ,3595 ,3338 ,1587 ,3432 ,1688 ,3070 ,1823 ,3006 ,1349 ,2800 ,1904 ,2884 ,2434 ,3279 ,2624 ,4199 ,3260 ,5001 ,3296 ,2532 ,3903 ,1515 ,4020 ,1107 ,3125 ,884 ,2178 ,457 ,1534 ,222 ,1528 ,19 ,654 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경원선,1915,동두천,30 ,0 ,1032 ,561 ,2454 ,1700 ,3760 ,4397 ,4967 ,5169 ,3640 ,5033 ,3719 ,2882 ,4059 ,2481 ,3966 ,3335 ,4330 ,3605 ,4290 ,3067 ,5288 ,2809 ,5155 ,3133 ,4108 ,3607 ,3809 ,3822 ,1601 ,2821 ,978 ,2534 ,600 ,2146 ,411 ,1617 ,292 ,1744 ,17 ,682 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경원선,1916,소요산,78 ,0 ,467 ,292 ,500 ,677 ,1364 ,960 ,2434 ,1665 ,2100 ,2224 ,2345 ,4552 ,2953 ,6893 ,4068 ,7770 ,6829 ,6395 ,8240 ,5266 ,7998 ,3578 ,5165 ,2715 ,2846 ,2079 ,1855 ,1724 ,495 ,1117 ,546 ,1055 ,218 ,770 ,153 ,697 ,130 ,480 ,7 ,339 ,1 ,6 ,0 ,0 ,0 ,0 
2025-12,경원선,1917,청산,0 ,0 ,78 ,0 ,96 ,142 ,578 ,199 ,558 ,198 ,319 ,167 ,298 ,186 ,273 ,250 ,271 ,235 ,273 ,223 ,285 ,212 ,279 ,175 ,319 ,287 ,298 ,222 ,221 ,295 ,86 ,317 ,67 ,148 ,40 ,106 ,16 ,110 ,17 ,92 ,2 ,92 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경원선,1918,전곡,3 ,0 ,482 ,8 ,1298 ,480 ,3012 ,727 ,4334 ,2320 ,3611 ,1185 ,2944 ,1382 ,2727 ,1587 ,2703 ,2053 ,2648 ,1960 ,2440 ,2194 ,2420 ,1946 ,2453 ,2763 ,2188 ,2976 ,1837 ,3902 ,1236 ,3245 ,1083 ,1848 ,701 ,1563 ,482 ,1324 ,288 ,1042 ,27 ,700 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경원선,1919,연천,2 ,1 ,234 ,3 ,664 ,282 ,1096 ,666 ,3438 ,2606 ,2540 ,1418 ,1724 ,1937 ,1764 ,2710 ,2555 ,2688 ,3013 ,2462 ,3094 ,1942 ,2707 ,1553 ,1982 ,1581 ,1644 ,1667 ,1490 ,1819 ,466 ,1426 ,412 ,772 ,188 ,609 ,105 ,517 ,78 ,378 ,3 ,300 ,0 ,3 ,0 ,0 ,0 ,0 
2025-12,안산선,1751,산본,700 ,1 ,10413 ,1999 ,24086 ,6453 ,55615 ,14435 ,52402 ,30888 ,29102 ,22400 ,26314 ,21813 ,25707 ,24449 ,27570 ,26530 ,27032 ,27137 ,28129 ,28235 ,31542 ,31886 ,32143 ,38033 ,30718 ,43553 ,32162 ,66346 ,20909 ,53188 ,19395 ,32102 ,17994 ,26776 ,13332 ,22026 ,5340 ,14297 ,702 ,4925 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,안산선,1752,대야미,9 ,2 ,2981 ,927 ,7962 ,3092 ,17906 ,4981 ,21553 ,6819 ,11670 ,3943 ,9598 ,4269 ,8358 ,4643 ,8286 ,5410 ,8261 ,5953 ,7773 ,6397 ,7845 ,8559 ,9008 ,10905 ,9118 ,11485 ,9835 ,15785 ,5078 ,11863 ,3979 ,9212 ,2350 ,7739 ,1641 ,7483 ,1089 ,4652 ,176 ,1204 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,안산선,1753,반월,8 ,1 ,4202 ,891 ,9109 ,2382 ,18437 ,3790 ,17288 ,7004 ,10214 ,3590 ,8775 ,3517 ,8251 ,4594 ,7705 ,5125 ,7638 ,5459 ,6817 ,6242 ,6506 ,7961 ,7354 ,10231 ,7304 ,12194 ,6630 ,15632 ,3479 ,12640 ,2914 ,9405 ,1657 ,7912 ,1371 ,7520 ,650 ,4163 ,121 ,1157 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,안산선,1754,상록수,633 ,36 ,13928 ,2116 ,31122 ,8829 ,63664 ,12352 ,60151 ,19456 ,34888 ,13631 ,28340 ,12225 ,24871 ,12603 ,24962 ,14467 ,23269 ,17037 ,20461 ,20059 ,21186 ,23508 ,23525 ,30107 ,23888 ,43037 ,20539 ,62372 ,14290 ,48710 ,10963 ,37122 ,8551 ,31215 ,6176 ,26727 ,2535 ,18357 ,445 ,5906 ,0 ,1 ,0 ,0 ,0 ,0 
2025-12,안산선,1755,한대앞,108 ,2 ,8428 ,1145 ,16921 ,3920 ,31300 ,8489 ,25717 ,22400 ,19252 ,14262 ,16098 ,14055 ,16337 ,10854 ,16545 ,13093 ,16594 ,13007 ,16812 ,13496 ,17413 ,14987 ,19480 ,19927 ,20666 ,25059 ,17602 ,32664 ,10252 ,25623 ,8841 ,17730 ,8629 ,16032 ,6143 ,14176 ,2438 ,10154 ,271 ,3258 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,안산선,1756,중앙,218 ,13 ,11074 ,1311 ,31129 ,10404 ,54468 ,16390 ,45014 ,37353 ,28315 ,32679 ,26231 ,23093 ,29774 ,22319 ,31384 ,26799 ,29294 ,31735 ,29978 ,30963 ,32762 ,33042 ,38581 ,40252 ,40216 ,51050 ,40005 ,69284 ,26186 ,54371 ,26410 ,36243 ,27160 ,31021 ,21579 ,26208 ,8650 ,20310 ,954 ,6738 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,안산선,1757,고잔,306 ,2 ,5800 ,915 ,15556 ,6714 ,28082 ,14361 ,21859 ,29043 ,15785 ,16326 ,14911 ,12303 ,14756 ,11544 ,14356 ,11763 ,14156 ,13394 ,14911 ,12820 ,17744 ,13202 ,18310 ,14752 ,24155 ,19765 ,22255 ,24335 ,9751 ,19825 ,8459 ,12161 ,7930 ,11418 ,4986 ,10005 ,2046 ,8529 ,173 ,3456 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,안산선,1758,초지,356 ,2 ,4076 ,349 ,11673 ,4582 ,20884 ,9079 ,16370 ,10996 ,9822 ,6784 ,7825 ,4724 ,7750 ,4730 ,8622 ,5220 ,7422 ,5362 ,6560 ,5943 ,7119 ,7179 ,8532 ,8389 ,9599 ,12594 ,10107 ,15823 ,4677 ,15515 ,3587 ,10182 ,2952 ,9258 ,1802 ,7676 ,783 ,6465 ,78 ,2555 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,안산선,1759,안산,2147 ,29 ,10642 ,1578 ,13748 ,15182 ,22835 ,36681 ,24404 ,30199 ,20004 ,14130 ,16540 ,12835 ,16466 ,15316 ,17505 ,15871 ,18497 ,16089 ,18951 ,17715 ,20996 ,18608 ,25730 ,19130 ,42983 ,25915 ,41843 ,26166 ,18899 ,21317 ,15259 ,16686 ,9066 ,14223 ,4258 ,11150 ,1455 ,7061 ,157 ,2968 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,안산선,1760,신길온천,35 ,0 ,2892 ,149 ,5110 ,1764 ,9076 ,3239 ,6745 ,2529 ,5005 ,1513 ,3731 ,1439 ,3309 ,1841 ,3155 ,2117 ,2967 ,2022 ,2968 ,2735 ,3048 ,3442 ,3749 ,3668 ,4421 ,5259 ,3836 ,6974 ,1754 ,5894 ,1098 ,3833 ,916 ,3622 ,519 ,2757 ,168 ,2209 ,29 ,633 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,안산선,1761,정왕,352 ,6 ,8966 ,945 ,12930 ,12472 ,20998 ,24210 ,20693 ,28485 ,16486 ,20031 ,13756 ,12734 ,13870 ,12431 ,14648 ,12920 ,15887 ,13270 ,14989 ,13025 ,20082 ,13784 ,21783 ,15367 ,27272 ,20012 ,29723 ,24697 ,13563 ,17665 ,10703 ,14640 ,6948 ,14115 ,5072 ,11740 ,1709 ,8417 ,86 ,2620 ,0 ,1 ,0 ,0 ,0 ,0 
2025-12,안산선,1762,오이도,238 ,12 ,5910 ,538 ,13944 ,6919 ,30572 ,10873 ,23656 ,12491 ,15135 ,6495 ,12860 ,7112 ,11604 ,9512 ,12379 ,10357 ,11654 ,10522 ,10969 ,11829 ,12614 ,13884 ,14202 ,16448 ,16639 ,19711 ,16016 ,25809 ,8509 ,21027 ,6828 ,13809 ,5332 ,12946 ,3732 ,11480 ,1262 ,8395 ,15 ,4035 ,0 ,1 ,0 ,0 ,0 ,0 
2025-12,안산선,1763,수리산,6 ,1 ,3739 ,612 ,9384 ,1642 ,18119 ,4538 ,17448 ,7452 ,10705 ,2764 ,7879 ,3328 ,7837 ,2971 ,6721 ,3334 ,6410 ,3620 ,5074 ,4728 ,6537 ,5634 ,5218 ,7739 ,5382 ,8317 ,4942 ,12553 ,2566 ,9735 ,2019 ,7255 ,1267 ,5694 ,893 ,5750 ,424 ,3361 ,66 ,999 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,과천선,1450,선바위,0 ,0 ,858 ,1279 ,5623 ,9002 ,14625 ,21893 ,18360 ,26441 ,13824 ,15103 ,11381 ,7617 ,10206 ,7966 ,10918 ,7970 ,11224 ,7696 ,11100 ,7736 ,13487 ,8608 ,17578 ,10512 ,27954 ,11978 ,29887 ,15019 ,13027 ,10987 ,9229 ,8912 ,7850 ,8391 ,4675 ,7698 ,1910 ,4494 ,234 ,850 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,과천선,1451,경마공원,1 ,0 ,483 ,507 ,1040 ,2614 ,1691 ,3807 ,2199 ,10860 ,2228 ,28253 ,2441 ,32215 ,3112 ,17737 ,3625 ,17464 ,4943 ,13898 ,7155 ,8803 ,12139 ,5253 ,17786 ,3391 ,28358 ,2375 ,57212 ,2113 ,7468 ,1665 ,1983 ,1059 ,769 ,979 ,491 ,889 ,197 ,592 ,35 ,138 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,과천선,1452,대공원,0 ,0 ,77 ,331 ,339 ,2734 ,583 ,3892 ,1041 ,10806 ,1553 ,19376 ,2124 ,14707 ,6953 ,7362 ,10469 ,6700 ,6574 ,6921 ,6848 ,5749 ,8070 ,3773 ,10097 ,2790 ,11583 ,1961 ,10783 ,1238 ,6344 ,937 ,3887 ,630 ,1866 ,512 ,484 ,416 ,197 ,265 ,41 ,49 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,과천선,1453,과천,7 ,0 ,2141 ,205 ,8079 ,2539 ,20722 ,5003 ,20802 ,8906 ,13399 ,5270 ,11746 ,4369 ,10527 ,4388 ,10173 ,5644 ,9624 ,6157 ,8911 ,7448 ,9582 ,9150 ,11630 ,11109 ,9220 ,13419 ,7903 ,17400 ,4028 ,14811 ,3185 ,9922 ,2699 ,11176 ,2091 ,9585 ,854 ,5747 ,157 ,1283 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,과천선,1454,정부과천청사,12 ,0 ,2231 ,1973 ,9335 ,14778 ,23972 ,44374 ,21582 ,103285 ,16268 ,29380 ,14808 ,13980 ,15653 ,11897 ,17382 ,13371 ,17699 ,14922 ,18155 ,14811 ,22450 ,15456 ,31828 ,17329 ,51039 ,22520 ,68602 ,27681 ,21064 ,21994 ,17425 ,13104 ,16105 ,12982 ,9658 ,11114 ,3278 ,6739 ,347 ,1570 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,과천선,1455,인덕원,106 ,3 ,9910 ,3078 ,32909 ,15071 ,80004 ,48232 ,74682 ,109155 ,48669 ,41096 ,40703 ,23804 ,38161 ,25591 ,38175 ,26338 ,38541 ,29471 ,36421 ,30734 ,42578 ,36076 ,49692 ,45479 ,72678 ,61667 ,85161 ,88811 ,33491 ,71665 ,28520 ,45699 ,27105 ,41595 ,18252 ,42596 ,7353 ,25859 ,789 ,7166 ,1 ,0 ,0 ,0 ,1 ,0 
2025-12,과천선,1456,평촌,66 ,0 ,5051 ,2817 ,24980 ,10380 ,63979 ,35890 ,53873 ,86150 ,29378 ,30555 ,23836 ,17027 ,22844 ,15726 ,23659 ,17221 ,22165 ,20611 ,22324 ,19157 ,27462 ,21965 ,31382 ,27727 ,50601 ,38358 ,59504 ,52350 ,24951 ,45060 ,19752 ,25819 ,19288 ,22758 ,13238 ,21188 ,4990 ,11697 ,584 ,4239 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,과천선,1457,범계,101 ,1 ,9994 ,3120 ,42680 ,11578 ,106003 ,25047 ,88804 ,63071 ,51239 ,46856 ,41913 ,34707 ,41824 ,36128 ,45939 ,38019 ,44556 ,44448 ,44808 ,43981 ,50657 ,51978 ,56379 ,60840 ,60608 ,78873 ,63833 ,111284 ,41158 ,91002 ,43832 ,50082 ,33448 ,45111 ,27392 ,40055 ,11931 ,22906 ,1401 ,7822 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1023,선릉,69 ,2 ,1269 ,1691 ,2633 ,12441 ,5346 ,47197 ,8383 ,132961 ,7460 ,89108 ,8263 ,41332 ,10523 ,28199 ,12806 ,25148 ,14394 ,26706 ,17069 ,21896 ,22288 ,18949 ,31323 ,22087 ,54424 ,27047 ,76053 ,28425 ,33684 ,15988 ,23980 ,8894 ,23094 ,7458 ,18321 ,6531 ,6143 ,3807 ,322 ,844 ,2 ,2 ,0 ,0 ,0 ,0 
2025-12,분당선,1024,한티,28 ,4 ,2467 ,1889 ,9200 ,11409 ,23736 ,25317 ,30252 ,47503 ,20106 ,42384 ,17064 ,28473 ,19079 ,22781 ,22157 ,26919 ,23850 ,31264 ,25244 ,26959 ,29650 ,29755 ,37009 ,33941 ,48735 ,41130 ,47978 ,40113 ,30179 ,27287 ,31954 ,17609 ,23812 ,16716 ,24712 ,14158 ,4694 ,7180 ,257 ,493 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1025,도곡,54 ,1 ,1631 ,1178 ,5037 ,7262 ,11883 ,17355 ,17002 ,26315 ,13806 ,19317 ,12338 ,10387 ,12449 ,10497 ,13187 ,10185 ,13765 ,11417 ,14758 ,12692 ,17104 ,13253 ,18466 ,14768 ,23825 ,16904 ,23777 ,18451 ,12359 ,14417 ,9416 ,10791 ,7485 ,10216 ,5776 ,9004 ,1280 ,4818 ,75 ,422 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1026,구룡,7 ,1 ,936 ,469 ,3068 ,4412 ,8858 ,9698 ,11668 ,9158 ,9294 ,5634 ,7387 ,3487 ,7081 ,3080 ,6395 ,4196 ,7331 ,4641 ,6402 ,5017 ,8687 ,5681 ,8630 ,7093 ,7548 ,8369 ,6993 ,9835 ,3616 ,8027 ,2558 ,5147 ,2035 ,5350 ,1378 ,4861 ,395 ,2984 ,16 ,120 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1027,개포동,12 ,0 ,1197 ,536 ,4239 ,3792 ,12281 ,6014 ,13812 ,10530 ,9739 ,7491 ,8712 ,6343 ,7900 ,4703 ,8844 ,5653 ,7592 ,6412 ,7916 ,7059 ,8563 ,8118 ,9555 ,9478 ,10261 ,11904 ,9416 ,14009 ,5076 ,11256 ,3979 ,7610 ,3549 ,7817 ,2728 ,6943 ,1105 ,4005 ,16 ,117 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1028,대모산입구,4 ,0 ,2528 ,618 ,7602 ,3450 ,22524 ,6727 ,24660 ,12012 ,15227 ,6464 ,10860 ,5190 ,9982 ,5764 ,9631 ,6299 ,9245 ,7673 ,8333 ,7986 ,8575 ,10190 ,10831 ,11614 ,12462 ,14998 ,11093 ,17920 ,5670 ,15338 ,3864 ,10197 ,3096 ,10614 ,1954 ,10457 ,689 ,5783 ,24 ,350 ,1 ,1 ,0 ,0 ,0 ,0 
2025-12,분당선,1030,수서,84 ,3 ,4391 ,5184 ,11894 ,15119 ,43221 ,30523 ,61635 ,46176 ,40743 ,29118 ,37582 ,22408 ,26862 ,20950 ,33202 ,24838 ,29155 ,23284 ,23451 ,25124 ,32236 ,30526 ,33329 ,38291 ,45712 ,52770 ,42284 ,68033 ,21217 ,43274 ,19685 ,31641 ,16358 ,29912 ,15406 ,25847 ,8573 ,11729 ,413 ,2435 ,1 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1031,복정,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,5 ,0 ,5 ,0 ,3 ,0 ,8 ,0 ,5 ,0 ,7 ,0 ,9 ,0 ,8 ,0 ,5 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1846,수원,894 ,2 ,5608 ,819 ,9305 ,4543 ,22460 ,9351 ,23572 ,14695 ,12919 ,13075 ,9190 ,10419 ,9364 ,13426 ,10204 ,14320 ,11311 ,14758 ,11428 ,14822 ,15064 ,14264 ,16934 ,17694 ,18934 ,23963 ,20797 ,28917 ,15451 ,19295 ,15889 ,11553 ,14036 ,9384 ,12366 ,6755 ,5200 ,4151 ,178 ,906 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1847,서울숲,102 ,0 ,2580 ,638 ,5560 ,6600 ,13506 ,23024 ,22280 ,47389 ,15070 ,37083 ,10437 ,26495 ,11224 ,19452 ,14013 ,19513 ,15055 ,21052 ,17653 ,20172 ,21898 ,20531 ,28983 ,21799 ,46138 ,23751 ,50835 ,28769 ,30866 ,18442 ,20364 ,10568 ,16125 ,9001 ,10151 ,7968 ,3011 ,4199 ,110 ,929 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1848,압구정로데오,157 ,3 ,2603 ,1151 ,3836 ,12824 ,5866 ,25882 ,9085 ,70749 ,8372 ,105474 ,10719 ,60914 ,15831 ,44680 ,21420 ,36595 ,25688 ,36421 ,33148 ,35596 ,42703 ,35245 ,54707 ,38770 ,71993 ,47376 ,90540 ,51174 ,70386 ,27419 ,59057 ,13015 ,41997 ,9538 ,31961 ,7691 ,11500 ,4836 ,558 ,1028 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1849,강남구청,10 ,1 ,1414 ,861 ,2667 ,6368 ,6963 ,18222 ,10790 ,54454 ,9650 ,42069 ,9380 ,22976 ,10844 ,16334 ,12267 ,15931 ,13716 ,18350 ,16301 ,16502 ,18512 ,16277 ,22857 ,16568 ,35174 ,20669 ,48119 ,23931 ,25038 ,13922 ,15371 ,8608 ,14284 ,7376 ,9347 ,6428 ,3556 ,4015 ,127 ,836 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1850,선정릉,12 ,2 ,1056 ,1118 ,2086 ,4757 ,4500 ,12754 ,7780 ,43299 ,7372 ,39156 ,6423 ,15880 ,7849 ,10632 ,9993 ,10283 ,10594 ,9693 ,12439 ,9406 ,13669 ,8367 ,16183 ,8862 ,27629 ,10860 ,38100 ,11330 ,20074 ,7049 ,11584 ,4683 ,9323 ,4430 ,6165 ,4144 ,2149 ,2500 ,137 ,522 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1851,가천대,26 ,3 ,4733 ,900 ,7931 ,3852 ,19154 ,7133 ,25549 ,28794 ,18330 ,25610 ,14629 ,18041 ,18187 ,14631 ,18318 ,19308 ,18790 ,17797 ,20264 ,14915 ,24762 ,14405 ,29155 ,14477 ,29146 ,17959 ,20175 ,24206 ,11655 ,18820 ,9009 ,15882 ,7587 ,17259 ,6200 ,18286 ,3601 ,13674 ,146 ,1379 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1852,태평,414 ,8 ,15610 ,1515 ,20854 ,5115 ,42792 ,8578 ,59792 ,18077 ,43186 ,11712 ,25389 ,12338 ,21587 ,15019 ,21962 ,16421 ,21656 ,17465 ,20362 ,20778 ,20737 ,27442 ,22452 ,31322 ,22254 ,36992 ,19251 ,44455 ,11570 ,32251 ,9226 ,25880 ,6584 ,29793 ,4929 ,24259 ,2049 ,13849 ,91 ,1233 ,0 ,1 ,0 ,0 ,0 ,0 
2025-12,분당선,1853,모란,455 ,13 ,15601 ,2539 ,22802 ,10912 ,53398 ,23057 ,66386 ,35571 ,47675 ,27194 ,33890 ,28321 ,32891 ,34421 ,36553 ,35162 ,37407 ,36631 ,36812 ,37957 ,38581 ,44912 ,42337 ,47791 ,42394 ,52099 ,40209 ,65869 ,23105 ,47413 ,18442 ,36243 ,16530 ,32197 ,13331 ,28050 ,7112 ,17452 ,421 ,1910 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1854,야탑,373 ,8 ,7367 ,3499 ,20128 ,16546 ,52911 ,43524 ,60317 ,98430 ,43721 ,58920 ,39751 ,42333 ,41045 ,38592 ,42748 ,41647 ,42859 ,45621 ,46656 ,42946 ,52209 ,47065 ,60154 ,52763 ,74971 ,63417 ,82055 ,76361 ,40336 ,53738 ,33275 ,37212 ,31245 ,31069 ,21893 ,29644 ,8957 ,17140 ,427 ,2480 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1855,서현,312 ,20 ,4166 ,2986 ,12133 ,12651 ,33820 ,35190 ,40048 ,85680 ,30373 ,69090 ,30034 ,42397 ,32475 ,39729 ,35831 ,41019 ,38913 ,42597 ,44108 ,45246 ,51409 ,42649 ,56603 ,50727 ,73285 ,57254 ,84674 ,65078 ,50193 ,45211 ,49386 ,29545 ,42020 ,24864 ,32267 ,21005 ,12343 ,12273 ,616 ,1640 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1856,수내,158 ,2 ,2820 ,2009 ,7422 ,8551 ,18749 ,22373 ,23685 ,54776 ,17884 ,41929 ,15607 ,22815 ,16966 ,19574 ,19462 ,19368 ,20936 ,20206 ,24048 ,20495 ,26543 ,20839 ,29262 ,24509 ,41586 ,27033 ,50502 ,29744 ,28071 ,22048 ,25407 ,14830 ,19270 ,13851 ,15293 ,12894 ,4181 ,6509 ,239 ,1312 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1857,정자,332 ,12 ,3545 ,1397 ,10328 ,17150 ,28024 ,41548 ,32687 ,86268 ,24835 ,58852 ,20332 ,27246 ,22157 ,21066 ,23224 ,20336 ,24395 ,22486 ,24778 ,21076 ,31778 ,23983 ,38658 ,31359 ,63011 ,42756 ,70238 ,51334 ,36900 ,37033 ,33261 ,24699 ,32787 ,23355 ,29165 ,20237 ,12541 ,12469 ,1427 ,3575 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1858,미금,610 ,12 ,3621 ,909 ,12270 ,11332 ,25861 ,23816 ,30851 ,47942 ,24685 ,37188 ,25057 ,25035 ,28434 ,24503 ,28213 ,25778 ,29393 ,27559 ,31758 ,28118 ,36981 ,28222 ,36194 ,32175 ,40382 ,35565 ,41037 ,40579 ,22416 ,30062 ,20331 ,21939 ,20267 ,19686 ,14499 ,17138 ,5135 ,9838 ,256 ,2356 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,분당선,1859,오리,723 ,4 ,3390 ,479 ,14797 ,9324 ,28608 ,15928 ,29289 ,36440 ,20710 ,17582 ,18047 ,11670 ,17302 ,13020 ,17940 ,14625 ,18462 ,13243 ,18346 ,14015 ,20336 ,16049 ,22091 ,18516 ,31566 ,20722 ,34054 ,25249 ,13671 ,20814 ,12149 ,14829 ,11070 ,13392 ,6763 ,12110 ,2668 ,7771 ,127 ,1914 ,0 ,0 ,0 ,0 ,0 ,0 
