사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2025-12,장항선,1408,신창(순천향대),335 ,3 ,663 ,77 ,1391 ,469 ,2516 ,2678 ,2062 ,6555 ,2096 ,4143 ,3172 ,3371 ,3098 ,3594 ,3152 ,3480 ,4078 ,3220 ,4500 ,2302 ,5531 ,2065 ,5852 ,2719 ,4808 ,1870 ,5235 ,3277 ,1776 ,2254 ,1576 ,2324 ,1524 ,2477 ,588 ,2128 ,583 ,1775 ,6 ,715 ,1 ,2 ,0 ,0 ,0 ,0 
2025-12,경의선,1252,신촌,0 ,0 ,252 ,4 ,221 ,1296 ,640 ,4904 ,569 ,8045 ,828 ,4610 ,757 ,2101 ,784 ,1274 ,1017 ,1712 ,1051 ,2255 ,1076 ,1285 ,1617 ,969 ,2307 ,1208 ,5438 ,1609 ,5523 ,2243 ,2385 ,992 ,1305 ,719 ,1375 ,415 ,1029 ,171 ,560 ,364 ,4 ,67 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1261,효창공원앞,2 ,0 ,658 ,326 ,2087 ,2934 ,5885 ,5976 ,9275 ,19341 ,6176 ,9576 ,4256 ,4865 ,4438 ,4277 ,4800 ,4190 ,4772 ,4461 ,4776 ,4443 ,5707 ,4855 ,7093 ,5750 ,9519 ,7237 ,14114 ,9605 ,5314 ,6841 ,3910 ,5039 ,3120 ,4921 ,2483 ,4437 ,1169 ,3165 ,65 ,306 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1263,서강대,7 ,0 ,467 ,100 ,1636 ,1491 ,3085 ,2612 ,3981 ,9479 ,3218 ,6129 ,2950 ,4616 ,3156 ,3507 ,3651 ,3687 ,3978 ,3914 ,3895 ,3705 ,4429 ,3899 ,5564 ,4368 ,7244 ,4740 ,6732 ,4673 ,3948 ,3284 ,3684 ,2667 ,3604 ,2666 ,3266 ,2237 ,1313 ,1417 ,24 ,211 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1265,가좌,12 ,0 ,3032 ,270 ,7996 ,2576 ,23474 ,4509 ,27668 ,11289 ,14023 ,7690 ,10517 ,6251 ,9996 ,6103 ,9857 ,7590 ,8537 ,8964 ,8803 ,9198 ,9450 ,9353 ,10363 ,13479 ,11308 ,17897 ,10067 ,21701 ,5657 ,17198 ,4313 ,11246 ,3695 ,8906 ,2971 ,7141 ,1024 ,5903 ,21 ,602 ,1 ,1 ,0 ,0 ,0 ,0 
2025-12,경의선,1267,수색,5 ,0 ,1574 ,243 ,3605 ,2123 ,8004 ,5666 ,10717 ,15953 ,6042 ,8417 ,4402 ,3898 ,4222 ,3070 ,4084 ,2961 ,3779 ,3945 ,4019 ,3630 ,4274 ,3878 ,5389 ,5159 ,9227 ,7874 ,11621 ,7307 ,4629 ,6805 ,3174 ,4880 ,2534 ,4102 ,1767 ,3380 ,794 ,2691 ,30 ,377 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1268,한국항공대,2 ,0 ,715 ,469 ,1599 ,1307 ,4217 ,2348 ,4168 ,8976 ,3358 ,8356 ,3175 ,5316 ,4982 ,3793 ,4347 ,4537 ,4023 ,4697 ,5689 ,4440 ,5329 ,3295 ,8594 ,3103 ,7665 ,3647 ,7157 ,3812 ,3434 ,2918 ,2553 ,2380 ,2111 ,1927 ,1882 ,2296 ,1253 ,1887 ,126 ,527 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1269,강매,0 ,0 ,2668 ,271 ,7340 ,880 ,18632 ,1251 ,17771 ,4088 ,9349 ,1170 ,6618 ,1484 ,5206 ,1507 ,4930 ,1920 ,4074 ,2496 ,3370 ,2987 ,3268 ,4381 ,3923 ,6120 ,3357 ,7994 ,3686 ,11752 ,1171 ,10178 ,879 ,6654 ,694 ,6561 ,543 ,6108 ,246 ,3702 ,12 ,1162 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1270,행신,10 ,0 ,4322 ,1446 ,13484 ,3885 ,36622 ,5783 ,31125 ,11048 ,16396 ,6423 ,13091 ,6065 ,11922 ,7723 ,11769 ,8121 ,9833 ,9127 ,9406 ,9438 ,9172 ,11354 ,11886 ,17133 ,13965 ,21586 ,10587 ,35442 ,6426 ,26616 ,6796 ,15174 ,6492 ,14514 ,5436 ,12509 ,2619 ,7662 ,73 ,2575 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1271,능곡,210 ,3 ,4246 ,511 ,8404 ,1888 ,20132 ,3070 ,18049 ,7869 ,10212 ,4222 ,8173 ,4197 ,7274 ,4814 ,7050 ,5056 ,6739 ,5148 ,6210 ,5915 ,6795 ,6975 ,7556 ,8905 ,7836 ,11355 ,6393 ,15137 ,3583 ,12648 ,2747 ,8228 ,2232 ,8224 ,1418 ,7428 ,625 ,4697 ,65 ,2630 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1272,곡산,4 ,0 ,306 ,130 ,873 ,678 ,1361 ,1526 ,1216 ,2754 ,972 ,924 ,1034 ,805 ,893 ,725 ,766 ,893 ,859 ,731 ,1081 ,820 ,1173 ,803 ,1395 ,972 ,1611 ,1135 ,1816 ,1748 ,530 ,843 ,461 ,682 ,382 ,713 ,196 ,539 ,62 ,336 ,8 ,47 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1273,백마,26 ,3 ,5537 ,596 ,17376 ,4329 ,37684 ,6450 ,27444 ,11397 ,16359 ,6336 ,13069 ,5359 ,12514 ,5058 ,11905 ,6087 ,10847 ,8215 ,9652 ,8992 ,10993 ,10573 ,12413 ,14062 ,13034 ,16679 ,11066 ,30816 ,4772 ,26165 ,3783 ,15660 ,3375 ,16298 ,2686 ,14288 ,787 ,9476 ,77 ,1550 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1274,풍산,115 ,1 ,5167 ,403 ,11789 ,2488 ,25478 ,4666 ,22431 ,7974 ,14947 ,6612 ,11718 ,5670 ,11288 ,8398 ,10465 ,8003 ,10462 ,9399 ,10837 ,7984 ,11624 ,10442 ,11697 ,13084 ,11654 ,16656 ,9516 ,23646 ,5482 ,17123 ,4993 ,14155 ,5006 ,12097 ,2837 ,10843 ,1122 ,7563 ,67 ,1629 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1275,일산,325 ,3 ,9180 ,735 ,25256 ,3506 ,49135 ,8316 ,36967 ,17424 ,22974 ,8942 ,18424 ,7710 ,19077 ,9904 ,17314 ,12234 ,16593 ,14026 ,15403 ,14387 ,17495 ,16955 ,18886 ,20132 ,15491 ,26971 ,13422 ,37572 ,7301 ,37965 ,5784 ,19905 ,4504 ,21631 ,4160 ,18683 ,1272 ,10807 ,188 ,4114 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1276,탄현,69 ,0 ,6459 ,502 ,19875 ,3547 ,36024 ,5679 ,26846 ,9195 ,18246 ,5790 ,14020 ,5066 ,13059 ,5443 ,13172 ,7110 ,11793 ,7824 ,10927 ,10291 ,11438 ,12181 ,12648 ,15670 ,12277 ,21712 ,10913 ,29869 ,5794 ,29269 ,4795 ,15193 ,4130 ,17426 ,3210 ,13058 ,1167 ,9130 ,167 ,2691 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1277,야당,88 ,5 ,5521 ,545 ,15079 ,2399 ,29098 ,5116 ,26653 ,8624 ,14932 ,8125 ,12687 ,6637 ,11998 ,7659 ,12346 ,9155 ,11547 ,10167 ,10659 ,13520 ,11358 ,13963 ,12861 ,21302 ,13482 ,26432 ,11717 ,36264 ,8752 ,27841 ,9938 ,15242 ,10754 ,15069 ,10059 ,11494 ,4771 ,8645 ,947 ,2476 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1278,운정,65 ,0 ,4558 ,403 ,17430 ,3980 ,29295 ,8020 ,29565 ,12286 ,15424 ,8845 ,12306 ,7179 ,11698 ,9469 ,11490 ,11291 ,11727 ,9998 ,11671 ,13877 ,13622 ,13510 ,15958 ,19642 ,16462 ,20939 ,14856 ,26812 ,8241 ,21228 ,7106 ,12509 ,6100 ,12103 ,5138 ,9731 ,1259 ,6853 ,165 ,1876 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1279,금릉,50 ,0 ,3339 ,313 ,10010 ,2132 ,16974 ,6276 ,14859 ,11789 ,10410 ,5631 ,8946 ,4406 ,10437 ,4650 ,8963 ,6455 ,8690 ,7246 ,7283 ,8015 ,9025 ,8242 ,9679 ,10954 ,10744 ,12921 ,10597 ,14975 ,4654 ,14376 ,4251 ,9145 ,3292 ,8329 ,2775 ,7627 ,575 ,5324 ,63 ,1851 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1280,금촌,82 ,0 ,3796 ,348 ,9048 ,3977 ,18861 ,8970 ,18539 ,16402 ,13010 ,8153 ,11638 ,7791 ,12526 ,7655 ,12450 ,10085 ,12467 ,10134 ,11976 ,9615 ,12563 ,11745 ,13611 ,14073 ,15528 ,17091 ,16060 ,17772 ,7335 ,15463 ,5659 ,11640 ,4552 ,9147 ,2862 ,8463 ,585 ,6121 ,116 ,1858 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1282,월롱,162 ,5 ,512 ,83 ,971 ,2920 ,1706 ,7829 ,1994 ,9918 ,2004 ,3757 ,1945 ,2213 ,2142 ,1894 ,3173 ,2215 ,3672 ,1758 ,2773 ,1400 ,5248 ,1827 ,6724 ,2004 ,10775 ,2739 ,9102 ,2575 ,3502 ,2130 ,2571 ,2173 ,1951 ,2296 ,918 ,2016 ,55 ,1475 ,7 ,606 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1283,파주,95 ,4 ,737 ,2 ,1312 ,807 ,2550 ,2427 ,2967 ,5252 ,2016 ,2008 ,2059 ,1482 ,2363 ,1175 ,2415 ,1265 ,2263 ,1194 ,2074 ,1031 ,2705 ,1517 ,3399 ,1484 ,4020 ,1701 ,4396 ,1862 ,1020 ,1887 ,846 ,1452 ,859 ,1274 ,260 ,1150 ,28 ,817 ,10 ,385 ,0 ,2 ,0 ,0 ,0 ,0 
2025-12,경의선,1284,문산,1250 ,2 ,2854 ,40 ,7965 ,2320 ,15872 ,7629 ,17920 ,13790 ,13320 ,5309 ,10197 ,7141 ,10704 ,8674 ,11142 ,8360 ,11529 ,9694 ,11629 ,6790 ,11384 ,11258 ,11685 ,11707 ,13410 ,13240 ,11844 ,14806 ,5448 ,15874 ,4239 ,10086 ,2979 ,7954 ,1908 ,7823 ,125 ,5987 ,3 ,3178 ,0 ,1 ,0 ,0 ,0 ,0 
2025-12,경의선,1285,임진강,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,10 ,10 ,53 ,182 ,19 ,94 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,33 ,40 ,43 ,10 ,272 ,25 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1286,운천,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,96 ,15 ,23 ,24 ,11 ,4 ,0 ,3 ,0 ,0 ,0 ,0 ,2 ,14 ,16 ,1 ,30 ,79 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1291,서울역,1 ,0 ,563 ,24 ,904 ,7495 ,2901 ,19648 ,3180 ,28325 ,1822 ,17964 ,1620 ,6896 ,1840 ,5365 ,2480 ,5052 ,3556 ,6092 ,3910 ,3185 ,6240 ,2890 ,8536 ,3868 ,13814 ,5165 ,22042 ,5580 ,9036 ,2582 ,5541 ,1561 ,5428 ,1421 ,909 ,191 ,2324 ,882 ,4 ,110 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1292,공덕,15 ,1 ,604 ,112 ,1622 ,2152 ,4526 ,7054 ,6044 ,19730 ,5275 ,9522 ,5941 ,4216 ,6278 ,4367 ,6204 ,4694 ,6636 ,4268 ,6653 ,4295 ,7329 ,4859 ,8931 ,6138 ,13350 ,8015 ,17157 ,8211 ,9566 ,5169 ,8690 ,4258 ,9723 ,4013 ,7727 ,3543 ,3543 ,2087 ,256 ,301 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1293,홍대입구,2 ,2 ,435 ,126 ,863 ,522 ,1306 ,2053 ,1741 ,7292 ,1496 ,6364 ,1615 ,4978 ,1842 ,5194 ,2386 ,6750 ,2969 ,6390 ,3926 ,7040 ,4690 ,6637 ,5978 ,7333 ,7738 ,7381 ,7735 ,7636 ,6489 ,5326 ,6242 ,3433 ,6614 ,2652 ,6948 ,2218 ,2697 ,1369 ,48 ,208 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1294,디지털미디어시티,4 ,0 ,1194 ,354 ,3036 ,1764 ,9389 ,2152 ,10293 ,4410 ,5901 ,3247 ,4792 ,2376 ,4243 ,2673 ,4417 ,2796 ,3958 ,3432 ,4159 ,3604 ,4422 ,3788 ,5562 ,5336 ,5790 ,7762 ,5706 ,10101 ,3000 ,7542 ,2405 ,5228 ,2032 ,4553 ,1438 ,4128 ,782 ,2997 ,41 ,397 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1295,김포공항,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1296,계양,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경의선,1297,검암,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1311,신내,36 ,0 ,1402 ,609 ,4657 ,2496 ,13047 ,6399 ,10716 ,9985 ,5083 ,2809 ,4126 ,2274 ,3736 ,2551 ,4047 ,2630 ,3683 ,3455 ,3689 ,2950 ,4183 ,4904 ,4941 ,3990 ,6171 ,6839 ,6853 ,9443 ,2834 ,6400 ,1866 ,3673 ,1674 ,3284 ,1350 ,3053 ,862 ,2340 ,106 ,881 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1312,갈매,9 ,1 ,1928 ,672 ,4244 ,1169 ,15100 ,2608 ,9803 ,5140 ,6456 ,2355 ,4563 ,2915 ,3683 ,1828 ,4038 ,2392 ,3766 ,3056 ,3566 ,2763 ,3620 ,4485 ,4306 ,4374 ,4424 ,6677 ,5426 ,10636 ,2328 ,8812 ,1819 ,4142 ,2187 ,3412 ,1532 ,3850 ,728 ,1781 ,26 ,572 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1313,별내,29 ,1 ,1123 ,485 ,2612 ,1458 ,8329 ,4371 ,7395 ,6702 ,5097 ,3717 ,3908 ,3378 ,3351 ,2832 ,4233 ,2866 ,4137 ,3330 ,4054 ,3039 ,4583 ,4360 ,5169 ,4133 ,5892 ,6163 ,6295 ,8193 ,3176 ,5818 ,2549 ,2979 ,2403 ,2036 ,1970 ,2372 ,1022 ,1333 ,62 ,405 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1314,퇴계원,45 ,1 ,2902 ,568 ,5490 ,1855 ,16975 ,3529 ,12700 ,4877 ,9295 ,3060 ,7181 ,3773 ,5591 ,3204 ,7150 ,3084 ,5747 ,4161 ,4018 ,4282 ,4778 ,5793 ,4885 ,6890 ,5267 ,9066 ,5545 ,12340 ,2366 ,10030 ,1796 ,5780 ,1380 ,4716 ,1136 ,5304 ,541 ,2734 ,24 ,811 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1315,사릉,123 ,21 ,1506 ,597 ,3516 ,1318 ,9659 ,4540 ,7462 ,3770 ,5138 ,2158 ,3877 ,1854 ,3606 ,2268 ,3392 ,2216 ,3280 ,2042 ,2570 ,2760 ,2827 ,3235 ,2817 ,3129 ,4065 ,5674 ,4627 ,7903 ,1815 ,7072 ,1258 ,3275 ,1043 ,2796 ,731 ,2888 ,357 ,1657 ,15 ,463 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1316,금곡,38 ,0 ,1813 ,294 ,2427 ,854 ,5591 ,2860 ,4785 ,5794 ,3853 ,2279 ,2928 ,1644 ,3159 ,1523 ,2762 ,2449 ,3055 ,2026 ,2233 ,2571 ,3135 ,2530 ,2749 ,2656 ,3658 ,4198 ,3465 ,4770 ,1394 ,3639 ,902 ,1947 ,697 ,2206 ,563 ,1813 ,266 ,1138 ,28 ,323 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1317,평내호평,615 ,5 ,5547 ,731 ,13232 ,2016 ,27456 ,4625 ,24929 ,10812 ,13561 ,7531 ,11417 ,5655 ,10857 ,6353 ,10447 ,8773 ,10073 ,8476 ,9079 ,10362 ,9534 ,9869 ,10151 ,11610 ,9863 ,20493 ,9599 ,25308 ,5851 ,20559 ,4649 ,9604 ,4570 ,10052 ,4034 ,8834 ,1846 ,6531 ,47 ,2589 ,1 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1318,천마산,6 ,0 ,1032 ,226 ,3459 ,645 ,7045 ,1594 ,7102 ,1939 ,4880 ,1457 ,3886 ,1366 ,2789 ,1775 ,2751 ,1863 ,2620 ,2261 ,2359 ,2479 ,2113 ,3321 ,2098 ,2995 ,2017 ,4804 ,1738 ,3973 ,862 ,5671 ,571 ,2708 ,518 ,2715 ,291 ,1965 ,141 ,1223 ,7 ,317 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1319,마석,26 ,1 ,1378 ,482 ,8807 ,2443 ,16335 ,5884 ,13445 ,6887 ,9705 ,5796 ,8935 ,4030 ,7508 ,5226 ,7699 ,5151 ,7141 ,6433 ,6896 ,6654 ,7111 ,7708 ,7688 ,7457 ,7337 ,10956 ,6726 ,13554 ,3131 ,10311 ,2759 ,7451 ,2008 ,5760 ,1619 ,5935 ,631 ,2654 ,51 ,1094 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1320,대성리,2 ,0 ,255 ,92 ,498 ,248 ,1003 ,572 ,1063 ,1202 ,1139 ,552 ,1261 ,978 ,1987 ,702 ,1191 ,738 ,887 ,1062 ,1010 ,2038 ,1247 ,1316 ,1346 ,1149 ,1173 ,1248 ,635 ,683 ,402 ,750 ,291 ,607 ,215 ,351 ,182 ,364 ,92 ,298 ,4 ,8 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1321,청평,7 ,0 ,750 ,217 ,2580 ,729 ,4207 ,1578 ,4908 ,3425 ,4193 ,2510 ,3877 ,2828 ,4537 ,1973 ,3742 ,3327 ,3340 ,2830 ,3319 ,2905 ,3426 ,4036 ,3350 ,4548 ,3628 ,4463 ,2648 ,4147 ,1267 ,3583 ,1086 ,2343 ,751 ,1987 ,437 ,1790 ,119 ,1205 ,4 ,265 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1322,상천,1 ,0 ,134 ,13 ,170 ,90 ,570 ,233 ,638 ,580 ,499 ,369 ,547 ,402 ,682 ,400 ,554 ,473 ,488 ,443 ,551 ,481 ,485 ,557 ,629 ,487 ,410 ,296 ,234 ,465 ,141 ,354 ,71 ,205 ,52 ,226 ,22 ,131 ,10 ,89 ,1 ,46 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1323,가평,0 ,0 ,728 ,142 ,1564 ,618 ,3584 ,1994 ,4437 ,4781 ,4217 ,2817 ,4195 ,2520 ,4895 ,3453 ,4082 ,3332 ,3311 ,4135 ,3935 ,3741 ,3788 ,4551 ,4462 ,3334 ,4909 ,4039 ,3639 ,3763 ,1654 ,3799 ,1462 ,2797 ,918 ,1889 ,516 ,1916 ,307 ,1447 ,17 ,412 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1324,굴봉산,0 ,0 ,32 ,4 ,40 ,6 ,139 ,108 ,190 ,240 ,155 ,344 ,200 ,454 ,317 ,413 ,226 ,255 ,270 ,254 ,267 ,258 ,255 ,197 ,229 ,218 ,188 ,182 ,126 ,118 ,58 ,105 ,54 ,74 ,46 ,71 ,11 ,74 ,3 ,54 ,5 ,14 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1325,백양리,1 ,0 ,27 ,14 ,10 ,24 ,63 ,644 ,126 ,1036 ,140 ,527 ,270 ,712 ,639 ,699 ,425 ,465 ,451 ,403 ,419 ,472 ,717 ,376 ,929 ,305 ,1314 ,287 ,947 ,281 ,249 ,131 ,344 ,147 ,347 ,83 ,279 ,74 ,144 ,52 ,13 ,10 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1326,강촌,4 ,0 ,97 ,43 ,326 ,75 ,496 ,284 ,580 ,1252 ,632 ,1592 ,652 ,905 ,1056 ,998 ,873 ,659 ,1400 ,617 ,996 ,810 ,1148 ,570 ,1053 ,647 ,820 ,629 ,593 ,598 ,263 ,456 ,255 ,365 ,159 ,367 ,79 ,440 ,27 ,231 ,5 ,46 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1327,김유정,6 ,0 ,173 ,4 ,240 ,72 ,598 ,545 ,617 ,753 ,639 ,645 ,601 ,860 ,515 ,1028 ,755 ,989 ,854 ,866 ,1018 ,846 ,1152 ,726 ,1082 ,692 ,1019 ,676 ,874 ,624 ,284 ,545 ,292 ,441 ,74 ,280 ,61 ,273 ,17 ,149 ,1 ,48 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,경춘선,1328,남춘천,633 ,3 ,1548 ,17 ,3768 ,740 ,5007 ,1613 ,7029 ,4559 ,6869 ,5405 ,6613 ,3889 ,6069 ,7213 ,5849 ,7255 ,7241 ,6277 ,7898 ,5246 ,8168 ,6107 ,7022 ,6236 ,6227 ,6097 ,4467 ,7985 ,3815 ,8619 ,3134 ,4272 ,2852 ,4329 ,1813 ,5026 ,544 ,3133 ,10 ,2386 ,1 ,1 ,0 ,0 ,0 ,0 
2025-12,경춘선,1329,춘천,263 ,1 ,729 ,9 ,1547 ,375 ,2033 ,807 ,2772 ,3581 ,3122 ,3663 ,2768 ,2657 ,3169 ,3658 ,3056 ,2994 ,4093 ,3375 ,4397 ,2422 ,5319 ,2908 ,5142 ,2285 ,4200 ,2270 ,2876 ,2767 ,1941 ,2905 ,1411 ,1479 ,871 ,1735 ,531 ,1328 ,154 ,1404 ,3 ,820 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1873,고색,690 ,2 ,3524 ,630 ,9368 ,3485 ,21379 ,20891 ,16774 ,24115 ,8723 ,5550 ,6053 ,3762 ,6345 ,4705 ,7192 ,4856 ,6384 ,5074 ,5792 ,5026 ,7208 ,6403 ,8899 ,8517 ,19292 ,10195 ,22151 ,14847 ,7468 ,14652 ,6496 ,10117 ,4123 ,7346 ,2471 ,6990 ,998 ,4360 ,1 ,2310 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1874,오목천,15 ,0 ,1140 ,343 ,6478 ,1753 ,13191 ,5497 ,13982 ,11914 ,8755 ,6217 ,7577 ,4502 ,7852 ,4294 ,8809 ,5086 ,7607 ,5845 ,6631 ,5123 ,8737 ,6231 ,10621 ,8738 ,10327 ,7300 ,10278 ,13883 ,5311 ,9081 ,3218 ,5272 ,2616 ,5059 ,1956 ,5748 ,733 ,3685 ,10 ,360 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1875,어천,2 ,1 ,349 ,156 ,1905 ,2100 ,4675 ,4619 ,4052 ,3514 ,3511 ,1505 ,2885 ,1507 ,2794 ,1672 ,2860 ,1843 ,2498 ,2136 ,2025 ,2385 ,3571 ,2645 ,5474 ,3861 ,3210 ,3328 ,4441 ,5064 ,1670 ,3393 ,1089 ,1963 ,755 ,2134 ,478 ,1692 ,211 ,890 ,0 ,107 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1876,야목,1 ,0 ,444 ,12 ,1810 ,545 ,3312 ,677 ,2518 ,854 ,1732 ,459 ,1383 ,601 ,1141 ,527 ,1083 ,638 ,1025 ,779 ,927 ,786 ,1203 ,1038 ,1150 ,1419 ,1341 ,1719 ,1413 ,2538 ,581 ,2042 ,359 ,1008 ,241 ,1154 ,285 ,649 ,122 ,455 ,0 ,73 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1877,사리,4 ,0 ,4870 ,395 ,11747 ,1582 ,24259 ,3627 ,22173 ,5484 ,12389 ,2983 ,9372 ,3085 ,7697 ,3067 ,7944 ,4093 ,8013 ,5256 ,7031 ,5052 ,6682 ,7250 ,7402 ,10552 ,7327 ,11469 ,6899 ,21622 ,4289 ,13728 ,2387 ,9346 ,2046 ,10377 ,1930 ,7583 ,692 ,6062 ,16 ,614 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1878,달월,0 ,0 ,5 ,25 ,46 ,113 ,140 ,86 ,136 ,269 ,69 ,100 ,87 ,118 ,135 ,109 ,136 ,103 ,119 ,89 ,150 ,119 ,146 ,85 ,239 ,111 ,467 ,151 ,828 ,143 ,73 ,111 ,38 ,55 ,30 ,41 ,17 ,51 ,21 ,54 ,11 ,13 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,수인선,1879,월곶,3 ,0 ,2011 ,331 ,4908 ,1481 ,11805 ,1927 ,11890 ,3257 ,5921 ,3017 ,4599 ,4657 ,4331 ,4939 ,4508 ,4722 ,4156 ,4701 ,4314 ,4232 ,4837 ,5409 ,5612 ,6475 ,5549 ,7986 ,6844 ,10712 ,3269 ,5646 ,2384 ,4187 ,2128 ,4589 ,1397 ,3286 ,568 ,2116 ,4 ,327 ,0 ,0 ,0 ,0 ,0 ,0 
